,intent,source,target
2856,ground_service,tell me about ground transportation between orlando international and orlando,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name
2857,ground_service,what type of ground transportation is available at logan airport,O O O O O O O O B-airport_name I-airport_name
2858,flight,name the earliest flight from boston to san francisco,O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2859,flight,weekday flights from san francisco to denver,B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2860,flight,give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time O O B-arrive_date.day_name
2861,flight,show me the flights from boston to pittsburgh next wednesday night after 6 o'clock,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time
2862,flight,show me all flights from philadelphia to baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name
2863,flight,show me all flights from boston to denver which arrive in denver wednesday before 6,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time
2864,flight,i would like a flight that leaves on friday from philadelphia to dallas that makes a stop in atlanta,O O O O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name
2865,flight,phoenix to newark on wednesday,B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2866,ground_service,ground transportation for st. paul,O O O B-city_name I-city_name
2867,flight,is there a flight from atlanta to san francisco on november seventh at noon,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O B-depart_time.time
2868,flight,find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.date_relative O
2869,abbreviation,what is fare code h,O O O O B-fare_basis_code
2870,abbreviation,what is the meaning of meal code s,O O O O O B-meal_code I-meal_code I-meal_code
2871,abbreviation,what does the fare code qx mean,O O O O O B-fare_basis_code O
2872,quantity,how many fares are there one way from tacoma to montreal,O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name
2873,flight,does continental airlines fly from pittsburgh to atlanta,O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
2874,flight+airfare,all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount I-fare_amount
2875,aircraft,what type of aircraft leaving philadelphia to dallas,O O O O O B-fromloc.city_name O B-toloc.city_name
2876,flight,what flights are available on sunday to pittsburgh from san francisco,O O O O O B-depart_date.day_name O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name
2877,flight,are there delta flights leaving denver,O O B-airline_name O O B-fromloc.city_name
2878,ground_service,please list ground transportation in atlanta,O O O O O B-city_name
2879,ground_service,what ground transportation is available in san francisco,O O O O O O B-city_name I-city_name
2880,flight,show me all the direct flights from baltimore to atlanta,O O O O B-connect O O B-fromloc.city_name O B-toloc.city_name
2881,flight,i would like to fly from pittsburgh to san francisco,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2882,flight,i 'm looking for a flight from pittsburgh to san francisco,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2883,flight,list all flights on continental leaving denver,O O O O B-airline_name O B-fromloc.city_name
2884,flight,i would like to fly from atlanta to boston arriving in boston at 5 pm,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time
2885,flight,do you have a flight from boston to fort worth,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2886,flight,show me the united airlines flights from denver to baltimore leaving on june fourteenth,O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number
2887,flight,show me flights from san francisco to seattle,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2888,flight,what flights are there between washington dc and san francisco after 6 pm on wednesday,O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name
2889,flight,find the flights that leave philadelphia and arrive in dallas by noon,O O O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time
2890,flight,information on flights from baltimore to philadelphia,O O O O B-fromloc.city_name O B-toloc.city_name
2891,abbreviation,what is restriction ap 57,O O O B-restriction_code I-restriction_code
2892,ground_service,i need your help with information on ground transportation from the airport in philadelphia to downtown,O O O O O O O O O O O O O B-fromloc.city_name O O
2893,flight,list flights leaving denver and arriving in orlando on saturday departing after 12 pm,O O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.day_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time
2894,flight,please list all flights between boston and san francisco nonstop,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_stop
2895,flight,the most expensive flight between boston and philadelphia,O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name
2896,flight,does midwest express have any flights from montreal to detroit,O B-airline_name O O O O O B-fromloc.city_name O B-toloc.city_name
2897,flight,list all flights from denver to philadelphia,O O O O B-fromloc.city_name O B-toloc.city_name
2898,flight,find travel arrangements for a one way flight from san francisco to dallas,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2899,abbreviation,what is fare code c,O O O O B-fare_basis_code
2900,flight,flight from ontario to orlando that departs 9 hours before arriving,O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time O B-depart_time.time_relative O
2901,flight,american flights to houston from cincinnati,B-airline_name O O B-toloc.city_name O B-fromloc.city_name
2902,flight,show me one way flights from milwaukee to orlando,O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
2903,flight,i want the flights from denver to pittsburgh,O O O O O B-fromloc.city_name O B-toloc.city_name
2904,flight,in the month of december are there any flights from atlanta to denver that stop in boston,O O O O B-depart_date.month_name O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name
2905,ground_service,what is the available ground transportation between san francisco and downtown,O O O O O O O B-fromloc.city_name I-fromloc.city_name O O
2906,flight,from atlanta to washington dc,O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
2907,flight,i need a flight from indianapolis to houston on twa,O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_code
2908,flight,flights from ontario to florida,O O B-fromloc.city_name O B-toloc.state_name
2909,airfare,okay i 've got somebody else who wants to take a round trip ticket from charlotte to montreal,O O O O O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
2910,flight,flight from cleveland to nashville,O O B-fromloc.city_name O B-toloc.city_name
2911,flight,how can i get from the denver airport to downtown,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O
2912,airline,what airline uses the code hp,O O O O O B-airline_code
2913,airline,please show me airlines with round trip flights from boston to denver stop philadelphia,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name
2914,flight,show me the flights from baltimore to pittsburgh,O O O O O B-fromloc.city_name O B-toloc.city_name
2915,airline,which airlines have flights between charlotte and newark,O O O O O B-fromloc.city_name O B-toloc.city_name
2916,ground_service,is there an airport limousine at the atlanta airport,O O O B-transport_type I-transport_type O O B-airport_name I-airport_name
2917,flight,give me the flights from denver to baltimore on united airlines,O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name
2918,flight,show me flights monday night after 8 pm for dallas to boston,O O O B-depart_date.day_name B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name
2919,ground_service,what is the ground transportation available in boston,O O O O O O O B-city_name
2920,flight,is there a flight on eastern airlines from boston to denver,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
2921,flight,show me morning flights from toronto,O O B-depart_time.period_of_day O O B-fromloc.city_name
2922,airfare,what is the airfare from pittsburgh to atlanta,O O O O O B-fromloc.city_name O B-toloc.city_name
2923,flight,list flights from pittsburgh to baltimore,O O O B-fromloc.city_name O B-toloc.city_name
2924,flight,i want to fly dallas to san francisco on monday july eighth,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number
2925,flight,phoenix to denver,B-fromloc.city_name O B-toloc.city_name
2926,flight,i am interested in booking an early flight from dallas into houston and returning in the late evening,O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O O O B-return_time.period_mod B-return_time.period_of_day
2927,flight,show me the flights from dallas to baltimore at economy level,O O O O O B-fromloc.city_name O B-toloc.city_name O B-economy O
2928,airline,what airlines leave from washington,O O O O B-fromloc.city_name
2929,flight_no,list the number of flights arriving in dallas fort worth from boston before noon,O O O O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-fromloc.city_name B-arrive_time.time_relative B-arrive_time.time
2930,flight,i need to fly from dallas to san francisco and be in san francisco by 4 pm,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
2931,city,show me the cities served by canadian airlines international,O O O O O O B-airline_name I-airline_name I-airline_name
2932,flight,please list the cheapest flights from dallas to baltimore arriving on may seventh,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_date.month_name B-arrive_date.day_number
2933,flight,what flights are there from pittsburgh to dallas on wednesday morning,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
